737,A Noisy Rational Expectations Equilibrium for Musti-Asset Securities Markets,Abstract not available.,1984,admati,,
739,Holding Idle Capacity to Deter Entry,"In his 1980 Economic Journal article, Dixit concluded that a firm would never hold idle capacity to deter entry. We show that his result depends crucially on the special assumption that products are ""strategic substitutes"", so that in Nash equilibrium the firm must always contract output in response to entry. Relaxing this assumption allows us to confirm Spence's original intuition that firms may hold unused excess capacity to deter entry.",1984,jbulow,John | Paul,Geanakoplos | Klemperer
742,Price and Advertising Signals of Product Quality,"We present a signaling model, based on ideas of Phillip Nelson, in which both the  introductory price and the level of directly ""uninformative"" advertising or other dissipative  marketing expenditures are choice variables and may be used as signals for the initially  unobservable quality of a newly introduced experience good. Repeat purchases play a  crucial role in our model.  A second focus of the paper is on illustrating an approach to obtaining uniqueness of  equilibrium with multiple potential signals.",1985,milgrom | jroberts,,
743,"Optimal Lot Sizing, Process Quality Improvement and Setup Cost Reduction","This author has recently contributed to understanding the economic tradeoffs of alternative production systems by introducing the option of investing in reducing the setup cost parameter in the classical undiscounted EOQ model. That work only addresses the reduced setup and holding costs that are associated with reducing the setup cost. This paper seeks to address another benefit of lower setup costs: improved quality. It does so by introducing a simple model in which there is a significant relationship between quality and lot size: While producing a lot, the process can go ""out of control"" with a given probability each time another unit is produced. Once out of control, the process produces defective units and continues to do so until the entire lot is produced. An extra cost, for rework, etc., is incurred for each defective piece produced. Thus, the optimal lot size is smaller than that given by the classical EOQ formula, because of the smaller resulting expected fraction of defective units. The paper goes on to introduce the option of investing in process quality improvement by means of reducing the probability of the process moving out of control. Such an investment yields better output quality (fewer defects), a larger lot size, fewer setups, and larger holding costs. Similarly, an investment solely in setup cost reduction yields a smaller lot size, lower holding costs, and better output quality. When seeking the optimal process quality level and/or setup cost in general, a specially designed algorithm must be used, as the problem is one of minimizing the sum of a convex and a concave function. However, a specific form for the investment cost functions is assumed and the optimal solutions to the various cases that arise are found explicitly. The results are illustrated with a numerical example.",1984,eporteus,,
752,Shaping the Organizational Context for Black American Inclusion,"Recent gains in black occupational status, importantly aided by such programs as   affirmative action, have created new interracial job situations throughout American society. This paper reviews the problems that arise at the recruitment,   entry and promotional stages for  Black Americans. The problems   arise from two interrelated   sources: the structure of the situatuions themselves and the operation of antiblack prejudice in both its traditional and modern forms.  A social psychological analysis is advanced that emphasizes the biases introduced by the ""triple jeopardy"" these workers often endure: (1) negative racial   stereotypes; (2) the solo role - when the worker is the only black in the work group; and (3) the token role - when new black workers are viewed by white co-workers as incompetent simply because they received their jobs through affirmative action. The barriers to black inclusion created by this triple jeopardy are discussed at several levels: biased and stressful recruitment practices; assumed dissimilarity and exaggerated expectations on entry; and later polarized, biased evaluations of performance.  These processes often deny the new black employee needed realistic feedback and informal social support.  The results, then, can involve not only biased evaluations but actual decrements in black job performance. The analysis is illustrated by several suggested micro-remedies. But these micro-remedies alone are unlikely to be sufficient unless ministered in the larger context of structural, macro-remedies.  Two illustrative macro-remedies are advanced, both of which aim to prevent solo situations and   enlarge the black pool of   qualified workers.",1986,jmartin,Thomas,Pettigrew
753,The Tolerance of Injustice,Abstract not available.,1984,jmartin,,
755,Strategy-Making and Evolutionary Theory: Toward a Capabilities-Based Perspective,"The strategic process in large, diversified firms is shown to be  isomorphous to the enactment—selection—retention model of evolutionary theory. Such strategic processes are internalized selection mechanisms, nested within external environmental selection mechanisms, and operate on  classes of strategic behavior. Recent contributions of Japanese scholars underscore the usefulness of the evolutionary paradigm for strategic management, but they suggest somewhat different mechanisms for variety amplification in organizations. The evolutionary paradigm requires strategic management scholars to come to grips with the stochastic nature of strategic change, and suggests that managing the capabilities of the organization may form the foundation for strategic management.",1984,profrab,,
756,Regulation of Prices and Pollution Under Incomplete Information,"The regulation of prices and pollution for a regulated monopolist is considered with a focus on the comparison of standard-setting and emissions  taxation approaches to pollution control. The firm is assumed to be better informed about the costs and effectiveness of abatement technologies than is  either regulator. If information were complete the two approaches to pollution control would be equivalent, but with incomplete information emissions taxation is shown to be a dominated approach because the use of a  tax generates information costs that can be avoided when an abatement standard and prices are set by the regulator. If a taxation approach were used in which the choice of the abatement standard were delegated to the firm, the firm would in the optimal regulatory policy choose a standard that  is lower than the regulator prefers. Furthermore, the emissions tax would be set below the marginal value of abatement. An example demonstrates that the  emissions taxation approach results in a lower technology standard and a lower price than does the standard-setting approach.",1984,dbaron,,
757,Noncooperative Regulation of a Nonlocalized Externality,"A nonlocalized pollution   externality poses special   regulatory problems when both a) the costs and benefits of abatement are borne by different persons and b)the interests of the two groups are represented by different regulatory agencies. A relevant example is acid rain for which consumers and producers of electricity in the Midwest are likely to bear the costs of abatement, while the residents of the Northeast receive the  benefits of abatement. The interests of Midwestern consumers and producers are the responsibility of a state public utility commission (PUC), and the interests of residents of the Northeast are represented by the EPA. Given the conflicting   interests of the regulators and incomplete information about  abatement costs and benefits, the regulators may not have an incentive to cooperate in the regulation of pollution and   prices. A regulatory game is  formulated in which each regulator controls regulatory instruments that affect the operations of a firm which is   better informed about the cost and effectiveness of abatement alternatives than is either regulator.  The analysis predicts that the EPA will act as a Stackelberg leader with respect to the PUC, and a regulatory equilibrium is characterized.",1984,dbaron,,
758,Signalling Games and Stable Equilibria,Abstract not available.,1984,kreps,,
760,Implementing Arrow-Debreu Equilibria by Continuous Trading of Few Long-Lived Securities,"A two-period (0 and T) Arrow-Debreu economy is set up with a general model of uncertainty. We suppose that an equilibrium exists for this economy. The Arrow-Debreu economy is placed in a Radner (dynamic) setting; agents may trade claims at any time during [0,T]. Under appropriate conditions it is possible to implement the original Arrow-Debreu equilibrium, which may have an infinite-dimensional commodity space, in a Radner equilibrium with only a finite number of securities. This is done by opening the ""right"" set of security markets, a set which effectively completes markets for the Radner economy.",1984,duffie,Chi-fu,Huang
761,Competitive Equilibria in General Choice Spaces,"This paper primarily demonstrates the existence of Arrow-Debreu equilibria in a general class of topological vector spaces of commodity bundles. Two conditions based on production possibilities, preferences, and the topological nature of bounded sets are shown to substitute, in any locally convex space, for the advantages of the Euclidean topology. Examples fulfilling these conditions are supplied. The approach is that of Bewley, demonstrating equilibria on kite-dimensional sub-economies, each of which is a copy of the classical Debreu economy, and establishing a net of these equilibria which converge to an equilibrium on the whole commodity space. Other results concern the existence and price support of efficient allocations and the relationship between equilibria and the core of the allocation game.",1984,duffie,,
762,"Stochastic Equilibria: Existence, Spanning Number, and the ""No Expected Gain from Trade"" Hypothesis","Stochastic equilibria under uncertainty with continuous-time security trading and consumption  are demonstrated in a general setting. The equilibrium shown has the property of no expected financial gain from trading securities. The relevence of the ""no expected gain from trade"" hypothesis in multi-good economies is called into question by the following  demonstrated fact. For any alternative expectations a corresponding equilibrium  exists, one with the original agents, original equilibrium allocations, and no expected gains from trade under the new probability assessments. The spanning number of the economy  is defined as the fewest number of security markets required to sustain a complete markets  equilibrium (in a dynamic sense made precise in the paper). The spanning number is linked  directly to agent primitives, in particular the manner in which new information resolves uncertainty over time. The spanning number is shown to be invariant under bounded changes  in expectations. Several examples are given in which the spanning number is finite even  though the number of potential states of the world is infinite.",1984,duffie,,
764,Predictable Representation of Martingale Spaces and Changes of Probability Measure,We study the predictable representations of martingale spaces under a change of probability measure.  The canonical decomposition of special semimartingales provides a simple route to the identity and cardinality of a minimal generating subset of martingales under a change of probability.,1984,duffie,,
776,"Tax, Incentive and Risk-Sharing Issues in the Allocation of Property Rights: The Generalized Lease-or-Buy Problems","This study is designed to augment the buy-versus-lease   literature by incorporating (1) risk-sharing motives, (2) moral hazard-related incentive  problems and their mitigation, and (3) tax considerations in the choice of how to allocate an asset's property rights. A game-theoretic framework is used to   characterize the equilibrium shared ownership arrangement. Buying and leasing emerge as   special cases of the analysis. Real estate investments are emphasized as an illustrative context, where it is shown  that (1) the efficiency of shared home ownership contracts can be improved by using local housing price indices and (2) taxes encourage investors to  bear risk, resulting in reduced asset maintenance unless the   actions of the resident are   directly monitored.",1984,fwolfson,,
784,An Economic Theory of Planned Obsolescence,"Planned Obsolescence is the production of goods with  uneconomically short useful lives so that customers will have to make repeat purchases. However rational customers  will pay for only the present value of the future services of a product. Therefore profit  maximization might seem to imply producing any given flow of services as cheaply as possible, with production involving efficient useful lives.  This paper shows why the above analysis is incomplete and therefore incorrect. Monopolists  are shown to generally desire uneconomically short useful lives for their goods.  Oligopolists have the monopolist's incentive for short lives as well as a second incentive that may either increase or decrease their chosen durability. However, oligopolists can generally  gain by colluding on a low durability. The relation between the monopolists' and oligopolists' incentives to alter the rate of obsolescence and their incentives to divide their placements between sales and rentals is detailed. Some evidence is presented that appears to be generally consistent with the predictions of the theory.",1984,jbulow,,
785,Strategic Resource Extraction: When Easy Doesn't Do It,"We show that, for strategic reasons, an oligopolist in anatural resource industry might  employ a backstop technology to develop costly reserves even if it does not plan to exhaust  all less expensive deposits. The reason is that an oligopolist with increasing marginal costs  of cheap reserves essentially faces a “reverse learning curve” where increasing current output  will increase future marginal costs. If competitors are expected to respond aggressively to these increased marginal costs (as could happen, for example, in a Nash quantity game)  then a high current output will mean lower future profitability for the decision making firm.  This drop in future profitability due to changes in competitors’ strategies is a strategic cost of increased current output, and causes firms to limit first period production to the point where marginal revenue equals marginal production cost (the change in present value of total costs from raising current output by one unit and holding all future output levels constant) plus strategic cost.  Because the backstop technology may involve no strategic costs (its use today not affecting the firm’s marginal costs in the future) such a technology will be employed up to the point where marginal revenue equals marginal cost. Therefore, in equilibrium, while the private cost of both production methods must equal marginal revenue, strategic factors may lead to the use of the backstop technology over some cheaper reserves with lower social costs of extraction but higher strategic costs.",1984,jbulow,John,Geanakoplos
794,A Resource Dependence Perspective on Intercorporate Relations,"This paper discusses a resource dependence perspective on intercorporate relations, as contrasted with a class perspective. The topics covered include the major points of contrast and their implications.",1985,pfeff,,
797,A Monopolistic Market for Information,"We analyze a model where traders buy information from a monopolistic seller, which is subsequently used in a speculative market. In order to overcome the dilution in the value of information due to its leakage through informative prices, the seller of information may prefer to sell noisier versions of the information he actually has. Moreover, to obtain higher profits, it is desirable for the seller to sell different signals to different traders, so that the added noise realizations do not affect equilibrium prices. One way of doing so, which does not require discrimination,  is to sell identically distributed personalized signals to each of a large number  of traders.",1985,admati | pfleider,,
799,When Expectations and Justice Do Not Coincide: Blue-Collar Visions of a Just World,Abstract not available.,1985,jmartin,,
801,"Alpha, Beta, and Gamma Change in Modeling-Based Organization Development",Abstract not available.,1985,porras,Jitendra,Singh
802,Organization Development,Abstract not available.,1985,porras,,
803,Organizational Demography: Implications for Management,Abstract not available.,1985,pfeff,,
804,Bringing the Environment Back In: The Social Context of Business Strategy,Abstract not available.,1985,pfeff,,
805,Strategic Management from Concept to Implementation,Abstract not available.,1985,,L.,Bourgeois III
807,"Organizational Cultures and the Denial, Channeling, and Acceptance of Ambiguity",Abstract not available.,1986,jmartin,John,Shoven
809,Commitment in Multiperiod Information Models,"The role of commitment is studied in the context of a multiperiod contracting model in  which a supplier has private information about his costs. When the purchaser is able to  make commitments for the duration of the relationship, a separating equilibrium results.  When the purchaser can only make commitments within a period, a separating equilibrium results when the supplier is prohibited from quitting the contract if he is fairly treated. Aggregate welfare is greater in this equilibrium than in the former, but the purchaser is worse off and the supplier better off. If the supplier can quit at any time, the equilibrium contract for the first period cannot be separating over any interval.",1985,dbaron,David,Besanko
810,An Introductory Theory of Security Markets,Abstract not available.,1985,duffie,,
811,Stochastic Equilibria with Incomplete Financial Markets,"We demonstrate the existence of equilibria with incomplete financial markets for stochastic economies whose information structure is given by an event tree. The well known examples of non-existence of equilibria are precluded by restricting attention to purely financial securities paying in units of account, rather than ""real"" securities, claiming contingent commodities. Financial markets may be incomplete: some consumption streams may be impossible to obtain by any trading strategy. Securities may be individually precluded from trade at arbitrary sets of nodes (states and dates). Sufficient conditions for the existence of stochastic equilibria are: continuous, convex, strictly monotonic preferences; and wealth accessibility: the existence of a trading strategy for each agent that, in conjunction with endowment market values, leaves strictly positive wealth at each node. A sufficient (but not necessary) condition for wealth accessibility is positive non-zero endowments for each agent at each node, and strictly positive aggregate endowments. A corollary states that any regime of security prices precluding arbitrage can be embedded in an equilibrium. That is, with fixed security prices, spot goods prices can be adjusted to clear both spot and security markets.",1985,duffie,,
812,Multiperiod Security Markets With Differential Information: Martingales and Resolution Times,Abstract not available.,1985,duffie,Chi-fu,Huang
813,"Price Operators: Extensions, Potentials, and the Markov Valuation of Securities","This paper provides properties of price operators, functions that map the payoff of a contingent claim to its market value as a function of the state of the economy. The principal objective is the construction of a Markov process under which the market value of a security is the expected sum of future dividends of the security, where dividends are a function of the Markov process. First we provide conditions for a norm-preserving arbitrage-free (positive) extension of an arbitrage-free price operator from the space of actually marketed assets to the space of all possible assets. This can be useful for the characterization of equilibrium in settings of asymmetric information or sequential trade. Then we show, in the multiperiod setting, that the market value of a security may be treated as the Markov potential of its dividend, and show several properties that derive from this characterization. Finally, we demonstrate the existence of an invariant measure for the corresponding Markov process under which the mean current value of any security is its discounted mean future payoff. The fixed discount factor is the spectral radius of the valuation operator, the largest possible fixed discount rate on any security.",1985,duffie,,
814,Optimal Hedging and Equilibrium in a Dynamic Futures Market,"In this paper optimal hedging strategies are solved for in a continuous time setting. We consider a single agent maximizing the expected utility of the sum of the terminal value of a fixed portfolio of spot market assets and the terminal value of a margin account on a futures trading position. Closed form solutions for the optimal hedging strategy are provided for general ""smooth"" utility functions under the expectations hypothesis, and for exponential Von Neumann-Morgenstern utility (without the expectations hypothesis). Necessary conditions for an equilibrium are shown. Finally, the optimal hedge is provided for log-normal spot price distributions, assuming the prices of the futures are the expected prices of the spot assets at delivery.",1986,duffie,Matthew,Jackson
818,Centralization Versus Delegation and the Value of Communication,Abstract not available.,1985,sterei,Nahum,Meluma
820,"A Theory of Dual Labor Markets with Application to Industrial Policy, Discrimination and Keynesian Unemployment","This paper develops a model of dual labor markets based on employers' need to motivate workers.  In order to elicit effort from their workers, employers may find it optimal to pay more than the going wage.  This changes fundamentally the character of labor markets.  The model is applied to a wide range of labor market phenomena.  It provides a coherent framework for understanding the claims of industrial policy advocates.  It also can provide the basis for a theory of occupational segregation and discrimination which will not be eroded by market forces.  Finally, the model provides the basis for a theory of involuntary unemployment.",1985,jbulow,Lawrence,Summers
827,"Battles for Market Share:  Incomplete Information, Aggressive Strategic Pricing and Competitive Dynamics",Abstract not available.,1985,jroberts,,
828,A Signaling Model of Predatory Pricing,Abstract not available.,1985,jroberts,,
832,"Monitoring, Moral Hazard, Asymmetric Information, and Risk Sharing in Procurement Contracting",Abstract not available.,1986,dbaron,David,Besanko
834,Service-Induced Campaign Contributions and the Electoral Equilibrium,"Congressional incumbents are successful in over 90 percent of their reelection contests.  Once explanation for this incumbency advantage is that  incumbents provide services to constituents and interest groups as a means of generating both campaign contributions and votes.  The model considered characterizes an electoral equilibrium in which candidates promise to provide services to interest groups in exchange for campaign contributions that are used to increase their probability of winning.  Three explanations fo rthe incumbency advantage result:  a recognition advantage, a high personal valuation of the office, and an incumbent's lower marginal cost of providing services.  The model yields predictions that are consistent with empirical findings on campaign contributions and election outcomes.",1986,dbaron,,
836,Information in Financial Markets: The Rational Expectations Approach,Abstract not available.,1985,admati,,
839,Now That I Can Have It.  I'm Not So Sure I Want It:  The Effects of Opportunity on Aspirations and Discontent,"Although women and minorities now have opportunities to enter occupations previously dominated by white males, these opportunities for advancement are often voluntarily refused.  Drawing on relative deprivation theory, several reasons for this refusal are examined in an experimental setting.  The results shed light on this obstacle to the career development of women and minorities, and also resolve some contradictions that have plagued the development of relative deprivation theory.",1985,jmartin,Melanie | Ronald | Robert,Powers | Price | Bies
842,Setup Reduction and Increased Effective Capacity,"Setup reduction is an important aspect of the JustSU Time (JIT) and Zero Inventory (ZI) concepts. This paper continues the study of the benefits of such reduction. Porteus (1985b) examined the tradeoff between investment in reduced setups and operating (holding and setup) costs. He later introduced a relationship between lotsizing and quality that identified benefits, due to improved quality, to be achieved by setup reduction. Investment in improved process quality was also considered in that article. This paper looks at the increased effective capacity that results from setup reduction. A certain amount of time, as well as expense, is required for each setup within a multiproduct firm. By reducing the time required for setups, less time is required to carry out those setups. That time can either be used to reduce lot sizes from artificially high levels caused by limited capacity or to reduce overtime used. We use an EOQ-like setting with stationary deterministic demand rates for each product. This simple model allows explicit solutions to be derived, not only for optimal setup time reduction, but for optimal overtime as well. Numerical examples illustrate the results.",1986,eporteus,Anne,Spence
843,Reputation and Multiple Opponents,Abstract not available.,1985,kreps,Drew,Fudenberg
844,Deterrence and Security in a Dangerous World: How Much is Enough?,Abstract not available.,1985,rmkramer,,
845,Institutional Structure and the Logic of Ongoing Collective Action,"Work by Axelrod, Hardin, and Taylor indicates that problems of repeated collective action may lessen if people use decentralized strategies of reciprocity to induce mutual cooperation. Hobbes' centralized solution may thus be overrated. We investigate these issues by representing ongoing collective action as an n-person repeated prisoner's dilemma. The results, summarized by 9 propositions, show that (1) decentralized conditional cooperation can ease iterated collective action dilemmas -- if all players perfectly monitor the relation between individual choices and group payoffs. Once monitoring uncertainty is introduced, (2) such strategies degrade rapidly in value; (3) centrally administered selective incentives become relatively more valuable, though freeriding may occur; (4) a nested structure, with reciprocity used in subunits and selective incentives centrally administered, combines the advantages of the decentralized and centralized solutions: more stable than the former, often securing more cooperation than the latter. Generally, the model shows that the logic of repeated collective action bears significant implications for the institutional forms of organizations seeking collective benefits.",1987,fbendor,Dilip,Mookherjee
847,Viable Allocations of Information in Financial Markets,"This paper studies, in the context of a financial market, allocations of information that are consistent with endogenous information acquisition.  We focus on whether information is concentrated within a fraction of the maretk, or is diffuse.  The aggregation of information in prices tends to make signals more complementary than they would be if considered in isolation, favoring concentration of information.  However, the ability to use some signals together with prices to predict other signals may increase the degreee of substitutability among signals.  We present conditions under which each of these effects is particularly strong.",1986,admati | pfleider,,
848,"Toward An Innovative Capabilities, Audit Framework",Abstract not available.,1985,profrab,Thomas | Martine,Kosnik | de Poel
854,A Model of Balanced Choice Behavior,"In some product categories, consumers appear to alternate among items in a consistent and purposeful, though not entirely deterministic, fashion.  Such alternation occurs even in the absence of any apparent external influence on choice.  We present a theory and develop a model to explain such behavior, labeled balanced choice behavior.  The theory holds that the variability in individual choice stems partly fro the need to balance current consumption according to the impact of past consumption.  The model specification yields a logit model which is calibrated cross-sectionally on consumption histories.  The approach relates the parameters of the model to measures of individual behavior, permitting insight into individual varied choice.  The model is calibrated and tested using data on soft drink consumption.  In this context, th model compares favorably to certain existing models of brand choice on the basis of fit and predictive ability.",1985,jlattin,,
858,Social Values and Cooperative Response to a Simulated Resource Conservation Crisis,"The present study examines the relationship between individuals' social motives or values and their level of cooperation during a simulated resource conservation crisis. Prior to the resource task, a decomposed game procedure was used to classify subjects as cooperatively or noncooperatively oriented. Subjects, in groups of six, were led to believe they shared access to a replenishing resource pool via a system of linked computer terminals. Across a series of trials, subjects had to choose between maximizing their own short-term gain and exercising personal restraint to preserve the collective resource. False feedback about the group's use of the resource and the rate at which it replenished itself was varied to indicate either that the resource was being sustained or that collective overuse was rapidly depleting it. As predicted, cooperatively oriented individuals responded to resource depletion with greater self-restraint than did those classified as noncooperators. Analysis of pretrial and posttrial data indicate that social values were also related to individuals' expectations about the task and perceptions of others.",1985,rmkramer,Charles,McClintock
862,Anomalies in Financial Economics:  Blueprint for Change?,"This paper examines the case for major changes inn the behavioral assumptions underlying economic models, based on apparent anomalies in financial economics.  Arguments for such changes based on claims of ""excess volatility"" in stock prices appear flawed for two main reasons:  there are serious questions as to whether the phenomenon exists in the first place; and even if it did exist, whether radical change in behavioral assumptions is the best avenue for current research.  The paper also examines other apparent  anomalies, and suggests conditions under which such behavioral changes are more or less likely to be adopted.",1986,,Allan,Kleidon
863,Finance and Global Competition:  Exploiting Financial Scope and Coping with Volatile Exchange Rates,Abstract not available.,1986,,Donald,Lessard
865,"Structural Consistency, Consistency and Sequential Rationality",Abstract not available.,1986,kreps,Garey,Ramey
868,On Timing and Selectivity,"The dichotomy between timing ability and the ability to select individual assets has been widely used in discussing investment performance measurement. This paper discusses the conceptual and econometric problems associated with defining and measuring timing and selectivity. In defining these notions we attempt to capture their intuitive interpretation. We offer two basic modeling approaches which we term the portfolio approach and the factor approach. We show how  the quality of timing and selectivity information can be identified statistically in  a number of simple models, and discuss some of the econometric issues associated with these models. In particular, a simple quadratic regression is shown to be valid in measuring timing information.",1986,admati | pfleider,Stephen | Sudipto,Ross | Bhattachary
869,Agency Theory and the Supply of Effort,Abstract not available.,1986,dbaron,David,Besanko
870,Social Group Identity and the Emergence of Cooperation in Resource Conservation Dilemmas,Abstract not available.,1986,rmkramer,Marilynn,Brewer
873,Taxation and the Dynamics of Corporate Control: The Uncertain Case for Tax Motivated Acquisitions,"We develop an analytic framework to examine the familiar claim that the tax system favors corporate acquisitions. The framework is then applied to the three most commonly identified sources of tax gains from acquisitions: the change in asset basis available through taxable acquisitions; the faster use of net operating losses available through nontaxable acquisitions; and the tax deduction available for interest paid on funds borrowed to finance acquisitions. To isolate the role of tax rules, consideration of each of the three sources of tax gains begins with examination of acquisitions and the related alternatives in a perfect market. In such a setting, the alternatives are found to weakly dominate acquisitions as a means of achieving tax gains. We then take one step closer to the real world, relaxing the perfect market assumption to introduce transaction and other information costs. These costs sometimes reinforce and sometimes weaken the perfect market results. The analysis also suggests that, at least with respect to change in basis from acquisitions, the availability of a tax gain may do more than create an incentive to engage in socially wasteful transactions that achieve only tax gains but consume real resources. It appears that in a setting of imperfect information, the provision of a tax gain from asset transfers may operate as a subsidy to mitigate the problem of underinvestment in search for enhanced operating efficiencies. After consideration of the net gains to acquisitions, examination of whether these gains explain the size of acquisition premiums leads to a negative conclusion, in large part because tax gains are anticipated.",1986,mscholes | fwolfson,Ronald,Gilson
874,Strategic Delay in Bargaining,"This paper analyzes a bargaining model with incomplete information in which the time between offers is an endogenous strategic variable.  We find equilibria involving a delay to agreement that is due to the use of strategic time delay by bargainers to signal their relative strength.  Under some specifications of the parameters, delay is present in the unique sequential equilibrium whose beliefs satisfy one intuitive restriction.  This delay does not vanish as the minimal time between offers become small.",1986,admati,Motty,Perry
876,"An Evolutionary Perspective on Strategy-Making in Organizations: Theory, Comparative Analysis, Research Directions","This paper proposes that the strategic process in large, diversified organizations constitutes an internalized and contrived evolutionary mechanism nested in the external environmental context. The paper elaborates this argument and shows how it allows to integrate strategic management with organizational ecological theory and with other major paradigms in organization theory. Considering the direct and intervening effects of the environmental context on the strategic process, the paper suggests that inertia, adaptation, renewal, and transformation are the result of both environmental determinism and strategic choice and that different parts of the strategic process deal with environmental determinism and strategic choice. From the evolutionary perspective presented here, there is no real paradox in the view that old organizations are both more likely to manifest strategic and structural inertia and to have higher probabilities of survival. The comparative analysis of the evolutionary model presented in this paper and of the one proposed by Japanese theorists suggests that the distinction between induced and autonomous parts in the strategic process allows to clarify further the strong adaptive orientations of Japanese strategy-making and to examine its capacity to manage increasing pressures for strategic renewal. More research would be useful to establish the magnitude of various rates associated with the internal evolutionary mechanisms determining an organization's capacities for adaptation and renewal. The capacity for strategic renewal seems least well understood in the current organizational literature and would benefit most from efforts to elucidate the functioning of experimentation-and-selection processes internal to the organization.",1986,profrab,,
877,Common Behavior Changes in Successful Organization Development,"The field of Organization Development suffers from a lack of a unifying theory of planned organizatonal change.  Diverse models and methods for achieving organizational change have made integration of research difficult, hampering the advance of the field.  Identification of a ""common denominator"" to successful change efforts might begin to provide a focus ground which diverse approaches could be organized.  This paper proposes a model of  the dynamics of organizational change interventions, and suggests that individual behavior is a key mediating variable in those processes.  It then presents a study which attempted to identify and specify common behavior changes characteristic of successful change efforts by surveying 42 top scholars and practitioners in the field.  The study's participants did report behavior changes common to their interventions, and showed at least moderate agreement on waht those changes were Scholars and practitioners with differeing theoretical and action perspectives did not differ in the behaviors they saw as resulting from their successful interventions.",1986,porras,Susan,Hoffer
878,Organization Development Theory:  A Typology and Evaluation,"Two types of Organization Development theory are identified and discussed.  The first, implementation theory, focuses on the intervention activity required to carry out effective planned change efforts in organizations.  The second, change process theory, attempts to explain the dynamics through which the organization changes as a response to any intervention activity.  Evaluations of both types of theory suggest that implementation theory is more fully developed than change process theory.  However, improved theoretical development is needed in both areas.  For implementation theory, further work is needed in the development of more comprehensive diagnostic models, in the specification of conditions for effective change, and in the establishment of useful criteria for change agents.  Since change process theory is in such a fragmented state, all facets of its require further theoretical advancement.  Substantial improvement in the quality of both types of OD theory are needed to enhance the efficacy of planned change programs in organziations.",1986,porras,Peter,Robertson
880,Involuntary Unemployment and Imperfect Competition: A Game Theoretic Macro Model,"This paper considers a game-theoretic, non-Walrasian, general equilibrium model of price determination, production, and exchange. In this game, firms first select prices and wages, consumers/workers then make input supply and output demand offers, and finally firms select the fractions of these to accept. Equilibrium (pure strategy, subgame perfect Nash equilibrium) involves each agent's acting optimally from each point forward while correctly recognizing the results of taking any given course of action. In particular, firms correctly forecast the quantity responses to different prices and wages. It is shown that with a particular structure of preferences, endowments and technology, if an equilibrium exists with positive levels of economic activity, then there exists another equilibrium at the same prices and wages with lower levels of activity. The latter equilibrium corresponds to involuntary unemployment. This unemployment arises because of a failure of excess demand. Given the prices and wages, no firm expects enough demand to justify greater hiring. Thus, employment, income and demand are low, and the pessimistic expectations are confirmed. Further, expectations are such that price and wage changes do not appear profitable, and, by the nature of equilibrium, these expectations are correct.",1986,jroberts,,
882,On the Robustness of Equilibrium Refinements,Abstract not available.,1986,kreps,David | Drew,Levine | Fu
883,Entry in Monopoly Markets,Existing empirical models of entry in concentrated markets make indirect inferences about the competitive effect of entry. We propose empirical models whose structural equations are those of several different game-theoretic models of entry. These models are used to estimate the competitive effect that entry has on the margins of monopoly automobile dealerships in the United States.,1986,preiss,Timothy ,Bresnahan
890,Alternative Nonnested Specification Tests of Time Series Investment Models,"This paper develops and compares nonnested hypothesis tests for linear regression models with first-order serially correlated errors. It extends the nonnested testing procedures of Pesaran, Fisher and MacAleer, and Davidson and MacKinnon, and compares their performance on four conventional models of aggregate investment demand using quarterly United States investment data from 1951:I to 1983:IV. The data and the nonnested hypothesis tests initially indicate that no model is correctly specified. The tests are also intransitive in their assessments. Before rejecting these conventional models of investment demand, we investigate the small sample properties of these different nonnested test procedures through a series of Monte Carlo studies. We find that nonnested tests for models without serially correlated residuals have significant finite sample size and power biases. These biases persist, but are somewhat diminished, for nonnested tests that recognize serial correlation in the disturbances. The direction of the bias in the size is toward rejection of the null model, although it varies considerably by the type of test and estimation technique. After revising our critical levels for this finite sample bias, we conclude that the accelerator model of equipment investment cannot be rejected by any of the other alternatives.",1986,preiss,Ben,Bernanke
892,Contributions to The New Palgrave,"This ""paper"" consists of six separate, individually authored entries to appear in ""The New Palgrave: A Dictionary of Economic Theory and Doctrine"". The contributions are: ""Nash Equilibrium"" by Kreps, ""Large Economies,"" ""Lindahl Equilibrium and ""Perfectly and Imperfectly Competitive Markets"" by Roberts, and ""Auction Theory"" and ""Exchange"" by Wilson.",1986,rwilson | kreps | jroberts,,
893,Detecting Multiple Outliers with an Application to R&D Productivity Studies,"Multiple outlying observations are frequently encountered in applied studies in business and economics. Several multiple outlier tests exist, but little evidence is available on their relative power against alternative types of outliers and influence. This paper analytically and numerically compares the sensitivity of these statistics to particular forms of data contamination. It also proposes new statistics. Practical issues associated with the application of these tests are illustrated by re-examining recent evidence of an R and D-productivity slowdown. New data from Griliches and Lichtenberg (1984) are used to show that the low rates of return to federal and private R and D found in other studies may be due to the presence of outliers.",1986,preiss,,
895,Value of Communication in Agencies,Abstract not available.,1987,sterei,Nahum,Meluma
896,Distributive Politics and the Persistence of Amtrak,Abstract not available.,1986,dbaron,,
897,Regulation and Legislative Choice,Abstract not available.,1986,dbaron,,
